mOTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
5371	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax sp001633105
5372	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microterricola	Microterricola viridarii
5373	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microterricola	Microterricola viridarii
5374	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microterricola	Microterricola sp001425085
5375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp001426345
5376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia sp001427605
5377	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium sp001427285
5378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium sp001897075
5379	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp001428685
5380	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp001429785/sp900114355
5381	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp001427795
5382	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcoleaceae	Limnospira	Limnospira fusiformis
5383	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcoleaceae	Limnospira	Limnospira platensis
5384	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A ulcerans
5385	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_A	Fusobacterium_A varium
5386	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia hominis
5387	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia meyeri
5388	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium glucuronolyticum
5389	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp001870365
5390	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter sp001889925
5391	Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium freudenreichii
5392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp000518925
5393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus pantotrophus
5394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus versutus
5395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus denitrificans
5396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus sp001447385
5397	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Frankiaceae	Frankia	Frankia irregularis
5398	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus urinomassiliensis
5399	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus provencensis
5400	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides johnsonii
5401	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae
5402	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides massiliensis
5403	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella	Fischerella thermalis
5404	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Fischerella	Fischerella muscicola
5405	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E anguilliseptica
5406	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E peli
5407	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001465025
5408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E guineae
5411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium alkalisoli
5412	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp001854885
5413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sojae
5414	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp001468395
5415	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	Mycetohabitans sp900155955
5416	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Mycetohabitans	Mycetohabitans rhizoxinica
5417	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium azadirachtae
5418	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium azadirachtae
5419	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp900110895
5420	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Baia	Baia sp900119485
5421	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Baia	Baia sp900107305
5422	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium crassostreae
5423	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga crassostreae
5424	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Thalassotalea_A	Thalassotalea_A crassostreae
5425	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	Paenibacillus crassostreae
5426	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium rosae
5427	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium bohemicum
5428	Bacteria	Firmicutes	Alicyclobacillia	Alicyclobacillales	Acidibacillaceae	Acidibacillus	Acidibacillus ferrooxidans
5429	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Salinivibrio	Salinivibrio proteolyticus
5430	Bacteria	Proteobacteria	Gammaproteobacteria	Halothiobacillales	Halothiobacillaceae	Guyparkeria	Guyparkeria sp001641825
5431	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter	Caviibacter abscessus
5433	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	Vagococcus martis/teuberi
5434	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp001555965
5435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Bosea sp001556125
5436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	Bosea sp001713455
5437	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium sp001557235/sp001824475
5438	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella	Pseudohongiella nitratireducens
5439	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Paenarthrobacter	Paenarthrobacter ureafaciens
5440	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella pelagia
5441	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Maricaulis	Maricaulis maris
5442	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Maricaulis	Maricaulis maris
5443	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces sp001620055
5444	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Agromyces	Agromyces flavus
5445	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_C	Peptoniphilus_C pacaensis
5446	Bacteria	Firmicutes_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_C	Peptoniphilus_C urinimassiliensis
5447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Donghicola	Donghicola eburneus
5448	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium malmoense
5449	Bacteria	Firmicutes_F	Halanaerobiia	Halobacteroidales	Acetohalobiaceae	Frackibacter	Frackibacter sp900114655
5450	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sinense
5451	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sinense
5452	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sinense
5453	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium kumamotonense
5454	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium terrae
5455	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinomonadaceae	Marinomonas	Marinomonas spartinae
5456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger pacificus
5457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger	Salipiger sp001687105
5458	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas nitritireducens/terrae
5459	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcoleaceae	Microcoleus	Microcoleus sp000317475
5460	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Microcoleaceae	Microcoleus	Microcoleus vaginatus
5461	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Idiomarina	Idiomarina baltica
5462	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Idiomarina	Idiomarina sp001870515
5463	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
5464	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis
5465	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus euhalobius
5466	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii
5467	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305
5468	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	2-12-FULL-65-11	2-12-FULL-65-11 sp001767495
5469	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	2-12-FULL-68-19	2-12-FULL-68-19 sp001767195
5470	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	2-12-FULL-66-21	2-12-FULL-66-21 sp001767455
5471	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	UBA2999	2-12-FULL-68-19	2-12-FULL-68-19 sp001767525
5472	Bacteria	Actinobacteriota	RBG-13-55-18	RBG-13-55-18	RBG-13-55-18	RBG-13-55-18	RBG-13-55-18 sp001768645
5473	Bacteria	Proteobacteria	Alphaproteobacteria	UBA7879	UBA5542	2-01-FULL-41-14	2-01-FULL-41-14 sp001767855
5474	Bacteria	Proteobacteria	Alphaproteobacteria	UBA9655	UBA9655	UBA9655	UBA9655 sp001767835
5475	Bacteria	Omnitrophota	Koll11	GIF10	UBA12090	2-02-FULL-45-21	2-02-FULL-45-21 sp001805845
5476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	UBA1997	UBA2645	UBA2645 sp001767955
5477	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	GWA1-54-10	GWA1-54-10 sp001775445
5478	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	GWA1-54-10	GWA1-54-10 sp001773575
5479	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	Amesbacteraceae	WO2-48-25	WO2-48-25 sp001773695
5480	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	Amesbacteraceae	01-FULL-48-32b	01-FULL-48-32b sp001773725
5481	Bacteria	Patescibacteria	Andersenbacteria	UBA10190	UBA10190	HO2-45-11b	HO2-45-11b sp001817055
5482	Bacteria	Patescibacteria	Paceibacteria	UBA9983_A	UBA2163	UBA918	UBA918 sp001779595
5483	Bacteria	Patescibacteria	Paceibacteria	GWC2-36-17	M10-OD1-4	WO2-46-25	WO2-46-25 sp001775835
5484	Bacteria	Patescibacteria	Paceibacteria	UBA10092	UBA10092	2-02-FULL-45-18	2-02-FULL-45-18 sp001774075
5485	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA12077	UBA12077	UBA12077 sp001768235
5486	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SZUA-534	GWE2-40-63	GWE2-40-63 sp003512955
5487	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	LD21 sp001768195
5488	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	GWE2-42-39	GWE2-42-39 sp003506435
5489	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum sp001768325
5490	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GWE2-29-8	GWE2-29-8	GWE2-29-8 sp001768555
5491	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA12077	UBA12077	UBA12077 sp001768565
5492	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp003542575
5493	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp002842515
5494	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	TTA-H9	GWE2-42-24	GWE2-42-24 sp001768515
5495	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	DTU049	GWF2-43-63	GWF2-43-63 sp001769275
5496	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GWF2-33-38	GWF2-33-38	GWF2-33-38 sp001769505
5497	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GWF2-35-48	GWF2-35-48	GWF2-35-48 sp001769125
5498	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	GWF2-38-335	GWF2-38-335	GWF2-38-335 sp001769535
5500	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	LD21	NA
5501	Bacteria	Bacteroidota	Bacteroidia	2-12-FULL-37-12	2-12-FULL-37-12	2-12-FULL-37-12	2-12-FULL-37-12 sp001769655
5502	Bacteria	Bdellovibrionota	Bdellovibrionia_A	UBA1018	UBA1018	GWA1-52-35	GWA1-52-35 sp001769805
5503	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio sp001771815
5504	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	XYC1-FULL-37-79	XYC1-FULL-37-79 sp001770015
5505	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	YD12-FULL-39-22	YD12-FULL-39-22 sp001770205
5506	Bacteria	Patescibacteria	Microgenomatia	UBA1400	CG1-02-47-37	CG1-02-47-37	NA
5507	Bacteria	Patescibacteria	UBA1384	2-12-FULL-50-11	2-12-FULL-50-11	2-12-FULL-50-11	2-12-FULL-50-11 sp001774395
5508	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	RBG-16-58-11	RBG-16-58-11	RBG-16-58-11 sp001770235
5509	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	2-12-FULL-68-20	2-12-FULL-68-20 sp001770655
5510	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SG8-39	2-02-FULL-66-14	2-02-FULL-66-14 sp001771975
5511	Bacteria	Patescibacteria	Microgenomatia	GWA2-44-7	UBA10165	2-12-FULL-44-25	2-12-FULL-44-25 sp001816455
5512	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Brennerbacteraceae	UBA10122	UBA10122 sp001817215
5513	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	HO2-39-17	HO2-39-17 sp001817425
5514	Bacteria	Patescibacteria	NA	NA	NA	NA	NA
5515	Bacteria	Patescibacteria	Paceibacteria	2-02-FULL-40-12	GWA2-44-9	2-02-FULL-46-19	2-02-FULL-46-19 sp001795795
5516	Bacteria	Patescibacteria	ABY1	Buchananbacterales	2-01-FULL-39-33	2-01-FULL-39-33	2-01-FULL-39-33 sp001817505
5517	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	2-01-FULL-48-16	2-01-FULL-48-16 sp001823155
5518	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	UBA10102	NA	NA
5519	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	2-01-FULL-44-11	2-01-FULL-44-11 sp001817345
5520	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	02-FULL-45-11b	02-FULL-45-11b sp001817615
5521	Bacteria	Patescibacteria	ABY1	Buchananbacterales	UBA6539	2-02-FULL-56-16	2-02-FULL-56-16 sp001817495
5522	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga sp003509765
5523	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Hydrogenophaga	Hydrogenophaga sp002001205
5524	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Aquabacterium	Aquabacterium sp001770775
5525	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp001794825
5526	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas viscosa
5527	Bacteria	Patescibacteria	Microgenomatia	UBA1400	Chisholmbacteraceae	2-01-FULL-49-14	2-01-FULL-49-14 sp001816915
5528	Bacteria	Patescibacteria	Microgenomatia	UBA1400	Chisholmbacteraceae	2-01-FULL-50-28	2-01-FULL-50-28 sp001816585
5529	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Rhabdochlamydiaceae	2-02-FULL-49-12	2-02-FULL-49-12 sp001796315
5530	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	SM23-39	2-02-FULL-45-22	2-02-FULL-45-22 sp001796285
5531	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	EnvOPS12	UBA12087	UBA12087 sp001796335
5532	Bacteria	Chloroflexota	Ellin6529	P2-11E	P2-11E	GWC2-70-10	GWC2-70-10 sp001795345
5533	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Colwellbacteraceae	2-02-FULL-45-11	2-02-FULL-45-11 sp001817685
5534	Bacteria	Patescibacteria	Paceibacteria	UBA6257	Colwellbacteraceae	2-01-FULL-48-10	2-01-FULL-48-10 sp001817755
5535	Bacteria	Patescibacteria	Microgenomatia	Curtissbacterales	GWA2-41-24	2-12-FULL-41-17	2-12-FULL-41-17 sp001774945
5536	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22	2-12-FULL-38-22	2-12-FULL-38-22 sp001820055
5537	Bacteria	Patescibacteria	Paceibacteria	Spechtbacterales	2-12-FULL-38-22	2-12-FULL-38-22	2-12-FULL-38-22 sp001820055
5538	Bacteria	Patescibacteria	Microgenomatia	Curtissbacterales	GWA2-41-24	2-01-FULL-41-18-A	2-01-FULL-41-18-A sp001776475
5539	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhodoferax	Rhodoferax sp001795455
5540	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	2-12-FULL-37-11	2-12-FULL-37-11 sp001776865
5541	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	UBA10151	UBA10151 sp001776635
5542	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	2-01-FULL-40-24	2-01-FULL-40-24 sp001776975
5543	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	HO2-FULL-47-45	HO2-FULL-47-45 sp001776775
5544	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	2-02-FULL-38-15	2-02-FULL-38-15 sp001777055
5545	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	2-01-FULL-39-12-A	2-01-FULL-39-12-A sp001776905
5546	Bacteria	Patescibacteria	Microgenomatia	Daviesbacterales	UBA10151	UBA10151	UBA10151 sp001777455
5547	Bacteria	Bdellovibrionota	O2-12-FULL-43-9	2-02-FULL-40-11	2-02-FULL-40-11	2-02-FULL-38-15-A	2-02-FULL-38-15-A sp001797335
5548	Bacteria	Desulfobacterota_F	GWC2-55-46	GWC2-55-46	UBA9637	UBA9637	UBA9637 sp001797665
5549	Bacteria	Desulfobacterota_F	GWC2-55-46	GWC2-55-46	UBA9637	UBA10170	UBA10170 sp001798165
5550	Bacteria	Desulfobacterota_F	GWC2-55-46	GWC2-55-46	GWC2-55-46	GWC2-55-46	GWC2-55-46 sp001595385
5551	Bacteria	Desulfobacterota_B	Binatia	UBA9968	UBA9968	2-12-FULL-57-22	2-12-FULL-57-22 sp001798455
5552	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	UBA5619	UBA5619	UBA5619 sp001830835
5553	Bacteria	UBA10199	UBA10199	SPLOWO2-01-44-7	SPLOWO2-01-44-7	SPLOWO2-01-44-7	SPLOWO2-01-44-7 sp001798075
5554	Bacteria	UBA10199	UBA10199	UBA10199	2-12-FULL-40-28	2-12-FULL-40-28	2-12-FULL-40-28 sp001798135
5555	Bacteria	UBA10199	UBA10199	2-02-FULL-44-16	2-02-FULL-44-16	2-02-FULL-44-16	2-02-FULL-44-16 sp001798185
5556	Bacteria	UBA10199	UBA10199	2-02-FULL-50-16	2-02-FULL-50-16	2-02-FULL-50-16	2-02-FULL-50-16 sp001798715
5557	Bacteria	Desulfobacterota_F	Desulfuromonadia	Desulfuromonadales	Trichloromonadaceae	UBA12091	UBA12091 sp001799485
5559	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	YA12-FULL-51-18	YA12-FULL-51-18 sp001799575
5560	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9634	UBA9634 sp001799565
5561	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9959	UBA9959 sp001799615
5562	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9959	UBA9959 sp001799715
5563	Bacteria	Elusimicrobiota	Elusimicrobia	UBA1565	UBA9628	GWA2-66-18	GWA2-66-18 sp001799675
5564	Bacteria	Elusimicrobiota	Elusimicrobia	2-02-FULL-39-32	2-02-FULL-39-32	2-01-FULL-64-13	2-01-FULL-64-13 sp001800095
5565	Bacteria	Elusimicrobiota	Elusimicrobia	2-02-FULL-39-32	2-02-FULL-39-32	2-02-FULL-39-32	2-02-FULL-39-32 sp001800135
5566	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	XYA2-FULL-47-53	XYA2-FULL-47-53	XYA2-FULL-47-53 sp001800315
5567	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	YA12-FULL-51-18	YA12-FULL-51-18 sp001800245
5568	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	UBA9959	UBA9959	UBA9959 sp001800275
5569	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	XYA2-FULL-47-53	XYB2-FULL-50-12	XYB2-FULL-50-12 sp001800355
5570	Bacteria	Elusimicrobiota	UBA8919	UBA8919	UBA8919	UBA9627	UBA9627 sp003452965
5571	Bacteria	Patescibacteria	ABY1	BM507	XYC2-FULL-47-12	2-12-FULL-45-10	2-12-FULL-45-10 sp001777995
5572	Bacteria	Patescibacteria	ABY1	BM507	GWC2-42-12	GWC2-42-12	GWC2-42-12 sp001778055
5573	Bacteria	Patescibacteria	ABY1	UBA11705	UBA11705	XYA2-FULL-35-8	XYA2-FULL-35-8 sp001778235
5574	Bacteria	Patescibacteria	ABY1	XYB2-FULL-38-15	XYB2-FULL-38-15	XYB2-FULL-38-15	XYB2-FULL-38-15 sp001778095
5575	Bacteria	Patescibacteria	ABY1	BM507	UBA12075	XYA2-FULL-47-19	XYA2-FULL-47-19 sp001780275
5576	Bacteria	Patescibacteria	ABY1	BM507	UBA12075	XYC2-34-220	XYC2-34-220 sp001780285
5577	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium triviale
5578	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp001668625
5579	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	GWE2-51-13	GWE2-51-13 sp003520745
5580	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp001800945
5581	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium terrigena
5582	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	Fluviicola riflensis
5583	Bacteria	Actinobacteriota	Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	Jiangella alkaliphila
5584	Bacteria	Actinobacteriota	Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	Jiangella alba
5585	Bacteria	Actinobacteriota	Actinomycetia	Jiangellales	Jiangellaceae	Jiangella	Jiangella muralis
